,0
0,0.009616882355583342
1,0.012523640334673085
2,0.01593892673830941
3,0.015731431306225434
4,0.016514695956853297
5,0.01770514327417103
6,0.01938508155050004
7,0.023325540038289683
8,0.02728843557465822
9,0.0363782457853829
10,0.043315142019484026
11,0.051528405135762435
12,0.06008814974865962
13,0.06986789257495887
14,0.07813447251309297
15,0.08890406681374659
16,0.10066873722224876
17,0.1132137071833979
18,0.1283140250343645
19,0.13580528662219818
20,0.14224665053501254
21,0.14996309997957225
22,0.15760932464337382
23,0.15606452962344375
24,0.16059504018440207
25,0.16543359775109337
26,0.16878164199250975
27,0.17221471781552342
28,0.1754172881809655
29,0.18090650446473536
30,0.1779964900089488
31,0.18036630883282082
32,0.18138912394229667
33,0.18611741829312842
34,0.19176397439956772
35,0.19372911860556075
36,0.19739960244794083
37,0.1924328604538912
38,0.18898216212685895
39,0.18836498774722674
