,0
0,0.0011059050967934803
1,0.0030453068321930066
2,0.004523503432340814
3,0.0030453068321930066
4,0.004523503432340814
5,0.006740798332562553
6,0.008958093232784292
7,0.011175388133006003
8,0.015609977933449481
9,0.017827272833671193
10,0.02374005923426248
11,0.03630473033551895
12,0.04665210653655369
13,0.05108669633699714
14,0.05552128613744062
15,0.06365136743825361
16,0.0695641538388449
17,0.07473784193936225
18,0.07252054703914054
19,0.0784333334397318
20,0.07991153003987964
21,0.07991153003987964
22,0.07917243173980573
23,0.08434611984032309
24,0.08286792324017528
25,0.08286792324017528
26,0.08286792324017528
27,0.07917243173980573
28,0.08138972664002744
29,0.07991153003987964
30,0.08212882494010135
31,0.08434611984032309
32,0.08730251304061873
33,0.0858243164404709
34,0.08360702154024918
35,0.08212882494010135
36,0.08360702154024918
37,0.08286792324017528
38,0.08508521814039699
39,0.08804161134069263
