,0
0,0.010643436158527366
1,0.014088677460721857
2,0.020127630024690344
3,0.022511269787439923
4,0.0281886282140062
5,0.037197828976841284
6,0.04727771659612697
7,0.06062036208183757
8,0.08229742575930998
9,0.11042878953048865
10,0.14399738113876934
11,0.16369505683960653
12,0.18764692165935948
13,0.21283920902601525
14,0.23915813247383857
15,0.26033706767660286
16,0.2700091667834371
17,0.2830548381958112
18,0.29307036046351703
19,0.29332346804099085
20,0.29391052847712773
21,0.3017207097723122
22,0.30679603459814436
23,0.3113586693655529
24,0.3087625516618162
25,0.3118870598264888
26,0.31154615592913115
27,0.3168742131288694
28,0.31198357851788355
29,0.3115241810687732
30,0.3139127980161217
31,0.3118561489552535
32,0.31314985143052537
33,0.3078561644601111
34,0.30801653324010536
35,0.3100635240982497
36,0.3163832588420722
37,0.32040757745371107
38,0.3195471667630677
39,0.31661254378060466
