,0
0,0.024290732538840572
1,0.022678231681814546
2,0.024087019473054312
3,0.02338934428346095
4,0.029551191152811962
5,0.03085671067257765
6,0.037276498317525296
7,0.04415021620629084
8,0.06004313711669129
9,0.07526692203131746
10,0.094504849854555
11,0.10059118604704477
12,0.10867241384528398
13,0.11520420733721189
14,0.12491227768715642
15,0.13489669697575724
16,0.16518119586992058
17,0.17133587374171405
18,0.17138254080817134
19,0.16793976085251758
20,0.17500591071156052
21,0.1774097736717766
22,0.17634194043459653
23,0.1764431693624104
24,0.17763419739121797
25,0.177715308328491
26,0.17592084859895482
27,0.178894841802505
28,0.18463818270661733
29,0.1805667806896168
30,0.182373416127485
31,0.1797918808327944
32,0.18865523443506968
33,0.18272787898032797
34,0.18266477299467357
35,0.18497581502632315
36,0.19521221332377536
37,0.20186188658326815
38,0.20041454640125403
39,0.19831065774796833
