,0
0,0.028384110616634498
1,0.0661725463954996
2,0.09380340537880677
3,0.10674108203695343
4,0.11726783999258046
5,0.13131336359177723
6,0.14805038661541578
7,0.1623597647198131
8,0.18340521045871866
9,0.2096382019451203
10,0.22978496565093443
11,0.2489992976187405
12,0.27068227575697185
13,0.2864221518307193
14,0.300461693421673
15,0.317980569422095
16,0.3264139541732215
17,0.33841676144133587
18,0.3437472454895648
19,0.3512222518783641
20,0.3622699650925072
21,0.36499217017899116
22,0.37278700501960627
23,0.3839918202093539
24,0.38724239330874644
25,0.38940802277230846
26,0.397579920574872
27,0.40336724500880433
28,0.4122657627540127
29,0.4231215308493693
30,0.43014142884787004
31,0.44090041937686486
32,0.4528119473560915
33,0.4624181464807814
34,0.467347399720459
35,0.47072487027545307
36,0.48102381664803573
37,0.48544755497664427
38,0.4862266355259272
39,0.48626627624335134
