,0
0,0.009381787325611783
1,0.01654680306742489
2,0.019845656179840986
3,0.02025745647681606
4,0.021013371153656337
5,0.023309647256141295
6,0.025684608292931344
7,0.028821699655345995
8,0.03725730738859183
9,0.05013651193712454
10,0.06566414937362862
11,0.08464994715498804
12,0.09829818049056954
13,0.11148075989093664
14,0.12321869001912919
15,0.1325877000658188
16,0.13993432455327096
17,0.14529598183056971
18,0.15064795242986834
19,0.15719176325784542
20,0.15838668479806203
21,0.16075810532921325
22,0.16414925217072918
23,0.16823401520418874
24,0.1686252004191103
25,0.17133153640924298
26,0.17197841867846297
27,0.17312477643276222
28,0.17361190894200212
29,0.17507517386638266
30,0.17509722533353114
31,0.1762040071860342
32,0.175825318057925
33,0.1757024206248345
34,0.17466432524071138
35,0.1737360981867549
36,0.1716869631036546
37,0.17487147244027618
38,0.17586897051438533
39,0.17380323852707785
