,0
0,0.00019906961095918219
1,0.0037697746139492457
2,0.009909431246785338
3,0.007366480964492821
4,0.015367223677901443
5,0.0204251286165565
6,0.02623902723924359
7,0.035132783608489024
8,0.05171026048674397
9,0.07630962313683907
10,0.07847230878931213
11,0.09727231635004534
12,0.10731319573829218
13,0.12634636176822553
14,0.125041282645942
15,0.14542525946186277
16,0.14979848767395956
17,0.15843915527090807
18,0.17077793724292828
19,0.17757513186249838
20,0.1760699319733581
21,0.18785037488602543
22,0.19517854258241588
23,0.19177805655044952
24,0.19621324196281367
25,0.19765981506121338
26,0.2049644016700146
27,0.21675929125845936
28,0.22042659003218215
29,0.22518263286997622
30,0.23072925681490986
31,0.2306649881066808
32,0.23889791522988207
33,0.2435455223176685
34,0.23861041222580798
35,0.23672819622932553
36,0.23894714866646655
37,0.23507439268220298
38,0.22151140018969823
39,0.21103959032625919
