,0
0,0.00238425411952127
1,0.0026023195404086645
2,0.000878238322468583
3,0.00897221760146711
4,0.01169961059305269
5,0.015882422350183154
6,0.01979255213602344
7,0.021713112337536825
8,0.02159291001544185
9,0.010947166070619421
10,0.02353265884059738
11,0.02025839464515196
12,0.02969344469597296
13,0.02796177850963702
14,0.04696650160145638
15,0.044027314195173056
16,0.05939821397189157
17,0.06740876699462156
18,0.07116866313463138
19,0.07882822492804423
20,0.09527172715530782
21,0.095059599569808
22,0.09846669778404302
23,0.11057387269692978
24,0.11453903064308232
25,0.11897347648131668
26,0.11720093106457022
27,0.10937836322485897
28,0.10918317657033402
29,0.10661370777438336
30,0.1034092706976405
31,0.10480828111748608
32,0.09737696941128843
33,0.09304683901331753
34,0.09857386048070066
35,0.10055856666387439
36,0.09906220133534543
37,0.1025784395874656
38,0.11613365367382716
39,0.12629842511086697
