,0
0,0.00817536031826783
1,0.01735809590482194
2,0.027331051022398842
3,0.038270815332139115
4,0.05005793598595688
5,0.062111801032816445
6,0.07500094373248313
7,0.0877520750601157
8,0.10034181853149601
9,0.11207749281437522
10,0.12383221351132304
11,0.1352117025126002
12,0.14579164831518274
13,0.15537245322577464
14,0.16403936134642974
15,0.17111297653368707
16,0.17711219777108297
17,0.1824679534697873
18,0.18695722988899652
19,0.19098825197210217
20,0.19454673779579837
21,0.19762711966749358
22,0.20032200257038002
23,0.20287886770058433
24,0.20460369065405767
25,0.20621069749075718
26,0.2076637493706291
27,0.20878507356947426
28,0.20985368109729843
29,0.21029231364301465
30,0.21063419599997177
31,0.2110734585176264
32,0.2111173166562106
33,0.2112492239256744
34,0.211434784235119
35,0.2115340381107883
36,0.21240005236361084
37,0.21300557816981056
38,0.21432253123667133
39,0.2160847934080341
