,0
0,0.0005282284552087235
1,0.0017276769097624989
2,0.0036641639321554342
3,0.002423866405128011
4,0.003937078453267434
5,0.006207926391594093
6,0.008182172888108297
7,0.010199673761553563
8,0.014028702284963168
9,0.016059591417934588
10,0.021868361340668052
11,0.03480893357477732
12,0.04489163418363895
13,0.049207789380580846
14,0.05350128752293987
15,0.06094238839120922
16,0.06662860424597125
17,0.07178375475637536
18,0.06957778838344508
19,0.0755461875543762
20,0.07698112977759303
21,0.07703674254793294
22,0.07636149594713812
23,0.08156505016506019
24,0.08007449517150347
25,0.08008994316326457
26,0.08010436128890822
27,0.07650876680192698
28,0.0787394499616749
29,0.07750739136358684
30,0.08028081396720721
31,0.08289563718874729
32,0.08609404892663297
33,0.08449329825851398
34,0.08235118358486276
35,0.08095125680963766
36,0.08255200747775662
37,0.08192310485224505
38,0.08541743373804886
39,0.08936867760775732
