,0
0,0.016454987731620047
1,0.01901845727718242
2,0.021400476839764097
3,0.025178570311559893
4,0.04505269566036156
5,0.054696982064294505
6,0.06366993127268825
7,0.06951039624818606
8,0.07743278376102068
9,0.08175223715814196
10,0.08866091842149033
11,0.09742987362177791
12,0.10532161118694741
13,0.1130656478920353
14,0.12277650695429601
15,0.12985000344031908
16,0.13424741716113747
17,0.14113488428190007
18,0.15031212023759347
19,0.15234440370274407
20,0.1536547556054627
21,0.15730811041600115
22,0.1667445547943993
23,0.16863340417893158
24,0.17278742248270607
25,0.18370954625270491
26,0.18451115142650062
27,0.1883481272851927
28,0.18636473450841734
29,0.18778916970112539
30,0.19060529499724133
31,0.19491524714149464
32,0.19153048496552244
33,0.19313266923119396
34,0.19726361665217068
35,0.19850322674028503
36,0.19175992903082417
37,0.18639159395591912
38,0.18303006147362838
39,0.18130897245538388
