,0
0,0.004830429304866658
1,0.0052384665714389515
2,0.0053191658978804035
3,0.005250956598908111
4,0.008924851971003685
5,0.009524220843550398
6,0.009331642009106004
7,0.010016900305326731
8,0.01275863293496855
9,0.017859344989650115
10,0.02500176845419643
11,0.029589580766638885
12,0.03624894648641997
13,0.04368029830460182
14,0.053239422662029294
15,0.059909898771811985
16,0.06757706279397098
17,0.07395986810820249
18,0.07891547877763631
19,0.08529642517744924
20,0.09150578534266475
21,0.09616839267663904
22,0.10062457534198653
23,0.10444437681425019
24,0.10463777530838898
25,0.10686808204453294
26,0.10946066108566341
27,0.10990729243199947
28,0.11133616315442246
29,0.11342430615483068
30,0.11331903581141456
31,0.11404424457785153
32,0.11249582402199203
33,0.11241714029875202
34,0.11166914069784098
35,0.11122000367429336
36,0.11171115509063027
37,0.10749979838514526
38,0.1069015364540997
39,0.10806324753403466
