,0
0,0.0021997457034275206
1,0.0007863091640785067
2,0.0002699867257329319
3,0.0032303035625668858
4,0.005134645886108527
5,0.0048661251048572746
6,0.010252783117724248
7,0.01023568217871619
8,0.008034651225707568
9,0.0016972682515128679
10,0.01747241325554301
11,0.014100172431742553
12,0.014687892843465333
13,0.01479212925082346
14,0.01708805917716416
15,0.02052635589583976
16,0.03201120700992521
17,0.03761121518299229
18,0.03341543562099583
19,0.04068072306328133
20,0.05268004981220745
21,0.06097654231259081
22,0.0693993370552532
23,0.07526491279484798
24,0.0846049457299905
25,0.08985453633988488
26,0.09496158244179898
27,0.09421434788430322
28,0.11241619357320126
29,0.11839449566895843
30,0.11452357446561096
31,0.11747260367284057
32,0.11780372144745999
33,0.11462764231885064
34,0.10840840241948113
35,0.10556512582497518
36,0.11672709672177423
37,0.08722870682106643
38,0.07638130129360762
39,0.07585697599121782
