,0
0,0.004192501824164696
1,0.00440497818648683
2,0.00562568272120495
3,0.004213528067468275
4,0.009406062612600519
5,0.010557134725918876
6,0.01186349184003832
7,0.013417029416041282
8,0.018813876601738666
9,0.018146485508765797
10,0.020992806650758755
11,0.030798751274392244
12,0.04101127196662266
13,0.04281175370050727
14,0.04460432291779798
15,0.050569518816885206
16,0.056631957579346304
17,0.059874470090302195
18,0.05584272039615043
19,0.06041093031873723
20,0.06395581366834338
21,0.06312461199578936
22,0.06180328062438825
23,0.06695235200661337
24,0.06789830611180309
25,0.0677796034617329
26,0.06789247975777629
27,0.06483930281066755
28,0.069787324906629
29,0.0683239102583855
30,0.07078930949248477
31,0.07371399231690084
32,0.07876820079238875
33,0.07690696984375306
34,0.07457271572932084
35,0.07338950251616641
36,0.07720703241213639
37,0.07603293941449168
38,0.0780896295993661
39,0.08129019322698414
