,0
0,0.0008951426481380481
1,0.0013308459182507486
2,0.0016982407200256157
3,0.0021180503069972412
4,0.0025518944128943275
5,0.0029857118242529097
6,0.0037956520771389403
7,0.0047463512363808144
8,0.006292074517223574
9,0.00843502392249792
10,0.010850450570112587
11,0.012177005619950408
12,0.01291249185461931
13,0.012904395447056816
14,0.01364148892779703
15,0.01372377002671249
16,0.014063779108343654
17,0.014254228777110602
18,0.014206241635678171
19,0.01435002794860979
20,0.014645539783374965
21,0.014676441178507652
22,0.014812811193805507
23,0.015073173778715348
24,0.015298677181934178
25,0.015373656694842884
26,0.015494773865648279
27,0.015936574663568355
28,0.015987833513378614
29,0.016145668122812182
30,0.01628216749694745
31,0.01617837412874722
32,0.016294202012347214
33,0.016124834638735066
34,0.016064721633133407
35,0.016335285944439917
36,0.0159552749982127
37,0.0159483247811853
38,0.01599059122594101
39,0.015895443211509375
