,0
0,9.848203659074475e-05
1,0.004259118497336432
2,0.00919210923899691
3,0.005671042290728949
4,0.00948562108245727
5,0.012033464549777755
6,0.017483448082375334
7,0.025848937286206942
8,0.03729883020452682
9,0.0609565975035766
10,0.06227068401581563
11,0.07980905480595477
12,0.0856483050773619
13,0.10251005382836613
14,0.09793026185783668
15,0.11712875417566274
16,0.11585890659933328
17,0.1235786697475521
18,0.13310477275855997
19,0.13810880160875194
20,0.13143943393957772
21,0.12930848236768133
22,0.13134649679974766
23,0.12205611986177833
24,0.12073166672765703
25,0.11811887373423176
26,0.11919911267711163
27,0.12710523628544199
28,0.12708974298654205
29,0.13195270283221894
30,0.13494645567480634
31,0.13130999841425
32,0.1380318212947037
33,0.140063679183635
34,0.13482172860675318
35,0.13346026825311352
36,0.13597517865824643
37,0.13394638771409798
38,0.11966747522483667
39,0.1085007728352338
