,0
0,0.0009215479305031971
1,0.0027963978356109753
2,0.005667331466741754
3,0.0054955196684585705
4,0.008365469822950555
5,0.011764084079136955
6,0.01519145757642748
7,0.018389710819201377
8,0.0238622708049247
9,0.026853487314071278
10,0.033281555868745816
11,0.04600210801725113
12,0.05646273304335911
13,0.060778024147284615
14,0.06481987894330304
15,0.07232944608968184
16,0.07772942392894805
17,0.082351381635102
18,0.07952562761985191
19,0.08482101420869848
20,0.08584779503163989
21,0.08546888830480273
22,0.08441927960777143
23,0.08937585778969442
24,0.08784346566628459
25,0.08789313123654369
26,0.08804533169697765
27,0.08461946180724958
28,0.08725392961625425
29,0.08629162611779864
30,0.08911998783625766
31,0.09206289478081381
32,0.09588003865631087
33,0.09534863203609772
34,0.09415713307246049
35,0.09381091808356448
36,0.09654745814188798
37,0.09714053855370525
38,0.10075352091482631
39,0.10520307007139026
