,0
0,0.02120375112881734
1,0.030246096470999295
2,0.04413498535988819
3,0.04611911234401517
4,0.06596038218528505
5,0.0917540329789358
6,0.10365879488369772
7,0.1373889536138565
8,0.18302387424877709
9,0.2167540329789358
10,0.2822302234551263
11,0.3080238742487771
12,0.37350006472496755
13,0.4231032393281422
14,0.4746905409154437
15,0.4925476837725866
16,0.5242937155186184
17,0.5421508583757612
18,0.5203254615503644
19,0.5322302234551263
20,0.5064365726614755
21,0.5342143504392532
22,0.5342143504392532
23,0.5203254615503644
24,0.5361984774233802
25,0.5322302234551263
26,0.5342143504392532
27,0.563976255201158
28,0.5500873663122692
29,0.5500873663122692
30,0.5421508583757612
31,0.563976255201158
32,0.567944509169412
33,0.5342143504392532
34,0.5401667313916342
35,0.565960382185285
36,0.567944509169412
37,0.5758810171059199
38,0.5897699059948088
39,0.5897699059948088
